ID,Original Hook,Original Tone,Tone v2,Fit for Chị Hiền,Stage,Calendar Stage Match,Best Format,Hook Type,Risk,Adapt Direction,Chị Hiền Hook,Use Case,Note
H251,"Bạn không lười thay đổi, bạn sợ mất đi bản sắc cũ.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không lười thay đổi, bạn sợ mất đi bản sắc cũ.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H252,"Bạn có sợ người ta nói 'khác quá rồi, không nhận ra nữa'?",Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có sợ người ta nói 'khác quá rồi, không nhận ra nữa'?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H253,"Nếu thay đổi làm một số người rời đi, bạn có dám chấp nhận?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu thay đổi làm một số người rời đi, bạn có dám chấp nhận?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H254,"Bạn giữ họ lại, hay giữ chính mình lại?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn giữ họ lại, hay giữ chính mình lại?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H255,Bạn có đang giả vờ bé nhỏ để không làm ai khó chịu?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang giả vờ bé nhỏ để không làm ai khó chịu?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H256,Bạn có dám cho phép mình trở nên 'quá nhiều' theo tiêu chuẩn của họ?,Insightful,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám cho phép mình trở nên 'quá nhiều' theo tiêu chuẩn của họ?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H257,Bạn đang sống cho ai cảm thấy dễ chịu với sự hiện diện của bạn?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn đang sống cho ai cảm thấy dễ chịu với sự hiện diện của bạn?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H258,"Nếu không phải chứng minh điều gì, bạn sẽ là ai?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu không phải chứng minh điều gì, bạn sẽ là ai?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H259,"Bạn có đang sống để không bị ghét, thay vì sống để tự tôn trọng mình?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang sống để không bị ghét, thay vì sống để tự tôn trọng mình?","Ranh giới, quan hệ, năng lượng xung quanh","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H260,Bạn dám đánh đổi hình ảnh 'ngoan' để đổi lấy cuộc đời 'thật' không?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn dám đánh đổi hình ảnh 'ngoan' để đổi lấy cuộc đời 'thật' không?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H261,"Bạn không phải 'cố mạnh mẽ', bạn được phép cần người khác.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không phải 'cố mạnh mẽ', bạn được phép cần người khác.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H262,"Bạn có đang gồng làm trụ cột cho tất cả, trừ chính mình?",Reflective,Reflective,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang gồng làm trụ cột cho tất cả, trừ chính mình?","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H263,Bạn đã quen với việc tự cứu mình đến mức quên nhờ ai đó nắm tay?,Confrontational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn đã quen với việc tự cứu mình đến mức quên nhờ ai đó nắm tay?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H264,Bạn có nhớ lần cuối mình để người khác giúp thật sự là khi nào?,Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có nhớ lần cuối mình để người khác giúp thật sự là khi nào?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H265,Bạn có đang tin rằng 'chỉ có mình mới lo cho mình được'?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang tin rằng 'chỉ có mình mới lo cho mình được'?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H266,Bạn có một với niềm tin đó chưa?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có một với niềm tin đó chưa?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H267,Bạn có dám buông bớt kiểm soát để cho phép cuộc đời hỗ trợ mình?,Reflective,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám buông bớt kiểm soát để cho phép cuộc đời hỗ trợ mình?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H268,Bạn có phải lúc nào cũng là người hiểu chuyện trong mọi câu chuyện?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có phải lúc nào cũng là người hiểu chuyện trong mọi câu chuyện?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H269,"Bạn có cho phép mình cũng được yếu, được sai, được vụn vỡ không?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có cho phép mình cũng được yếu, được sai, được vụn vỡ không?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H270,"Bạn có đang cho đi để được thương, hay vì bạn thật sự muốn cho?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang cho đi để được thương, hay vì bạn thật sự muốn cho?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H271,"Bạn không cần 'reset', bạn cần thành thật với bản thân lần đầu tiên.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần 'reset', bạn cần thành thật với bản thân lần đầu tiên.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H272,"Bạn có đang chờ năm mới để đổi, thay vì đổi ngay từ hôm nay?",Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang chờ năm mới để đổi, thay vì đổi ngay từ hôm nay?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H273,"Nếu một ngày không còn lý do nào để trì hoãn, bạn sẽ bắt đầu từ đâu?",Confrontational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu một ngày không còn lý do nào để trì hoãn, bạn sẽ bắt đầu từ đâu?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H274,Bạn có đang chờ cảm hứng để làm điều cần kỷ luật?,Gentle,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang chờ cảm hứng để làm điều cần kỷ luật?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H275,"Bạn có thấy mình luôn giỏi khởi động, nhưng kém phần duy trì?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có thấy mình luôn giỏi khởi động, nhưng kém phần duy trì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H276,Bạn cần thêm động lực hay cần bớt phân tâm?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn cần thêm động lực hay cần bớt phân tâm?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H277,Bạn dám chọn nhàm chán trong kỷ luật để đổi lấy cuộc đời thú vị chứ?,Reflective,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn dám chọn nhàm chán trong kỷ luật để đổi lấy cuộc đời thú vị chứ?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H278,Bạn có đang nghiện drama hơn là nghiện sự bình thường của tiến bộ?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang nghiện drama hơn là nghiện sự bình thường của tiến bộ?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H279,Bạn có dám chấp nhận rằng tự do là kết quả của kỷ luật?,Gentle,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám chấp nhận rằng tự do là kết quả của kỷ luật?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H280,Bạn có kế hoạch cho phiên bản tiếp theo của mình chưa?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có kế hoạch cho phiên bản tiếp theo của mình chưa?,"Giá trị bản thân, bản sắc, thay đổi","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H281,"Bạn không cần một cuộc đời hoàn hảo, bạn cần một cuộc đời đúng.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần một cuộc đời hoàn hảo, bạn cần một cuộc đời đúng.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H282,Bạn có đang chi nhiều năng lượng để bảo vệ hình ảnh hơn là bảo vệ bình an?,Reflective,Reflective,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang chi nhiều năng lượng để bảo vệ hình ảnh hơn là bảo vệ bình an?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H283,"Thành công lý tưởng của bạn trông như thế nào, nếu bỏ hết ảnh Instagram?",Confrontational,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Thành công lý tưởng của bạn trông như thế nào, nếu bỏ hết ảnh Instagram?","Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H284,"Nếu không còn mạng xã hội, bạn sẽ đo hạnh phúc bằng gì?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu không còn mạng xã hội, bạn sẽ đo hạnh phúc bằng gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H285,Bạn có đang thiết kế cuộc đời hay chỉ đang thiết kế feed?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang thiết kế cuộc đời hay chỉ đang thiết kế feed?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H286,Bạn đang nghiện dopamine tức thời hay chọn hạnh phúc bền hơn?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn đang nghiện dopamine tức thời hay chọn hạnh phúc bền hơn?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H287,Bạn có đang so sánh hậu trường của mình với highlight của người khác?,Reflective,Reflective,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang so sánh hậu trường của mình với highlight của người khác?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H288,Bạn có dám sống một cuộc đời bình thường nhưng trọn vẹn?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám sống một cuộc đời bình thường nhưng trọn vẹn?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H289,"Bạn cần thêm thành công, hay cần thêm sự hiện diện với chính mình?",Gentle,Gentle,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn cần thêm thành công, hay cần thêm sự hiện diện với chính mình?","Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H290,Bạn có đang hy sinh hiện tại cho một tương lai mà bạn chưa từng định nghĩa rõ?,Inspirational,Inspirational,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang hy sinh hiện tại cho một tương lai mà bạn chưa từng định nghĩa rõ?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H291,"Bạn không thiếu câu trả lời, bạn thiếu những câu hỏi đúng.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không thiếu câu trả lời, bạn thiếu những câu hỏi đúng.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H292,"Nếu cuộc đời là một phiên coaching, bạn sẽ hỏi mình điều gì?",Reflective,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu cuộc đời là một phiên coaching, bạn sẽ hỏi mình điều gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H293,"Bạn có đang hỏi 'tại sao là mình?', thay vì 'mình học được gì?'",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có đang hỏi 'tại sao là mình?', thay vì 'mình học được gì?'","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H294,Bạn có dám hỏi: 'Mình đang góp phần tạo ra điều này như thế nào?',Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám hỏi: 'Mình đang góp phần tạo ra điều này như thế nào?',"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H295,"Nếu bạn là client của chính mình, bạn sẽ nói gì với mình?",Inspirational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu bạn là client của chính mình, bạn sẽ nói gì với mình?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H296,Bạn có dám hỏi: 'Cuộc đời này muốn mình trở thành ai?',Insightful,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám hỏi: 'Cuộc đời này muốn mình trở thành ai?',"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H297,"Bạn đang hỏi 'làm sao', hay đã rõ 'tại sao'?",Reflective,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn đang hỏi 'làm sao', hay đã rõ 'tại sao'?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H298,Bạn có dám hỏi: 'Sự thật mình đang trốn là gì?',Confrontational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Reflective insight,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám hỏi: 'Sự thật mình đang trốn là gì?',"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H299,"Bạn có dám nghe câu trả lời, ngay cả khi nó bất tiện?",Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám nghe câu trả lời, ngay cả khi nó bất tiện?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H300,"Nếu chỉ được hỏi một câu mỗi ngày, bạn sẽ hỏi gì bản thân?",Inspirational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu chỉ được hỏi một câu mỗi ngày, bạn sẽ hỏi gì bản thân?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H301,"Bạn không cần làm nhiều việc hơn, bạn cần làm đúng việc hơn.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần làm nhiều việc hơn, bạn cần làm đúng việc hơn.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H302,Danh sách to-do của bạn đang phục vụ điều gì trong dài hạn?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Danh sách to-do của bạn đang phục vụ điều gì trong dài hạn?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H303,Bạn có đang làm việc như người chữa cháy hay như người kiến trúc sư?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang làm việc như người chữa cháy hay như người kiến trúc sư?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H304,"Bạn dành bao nhiêu thời gian cho việc quan trọng, không khẩn cấp?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn dành bao nhiêu thời gian cho việc quan trọng, không khẩn cấp?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H305,Bạn có đang bận tới mức không kịp sống?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang bận tới mức không kịp sống?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H306,"Nếu chỉ được hoàn thành 3 việc mỗi ngày, bạn sẽ chọn gì?",Insightful,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu chỉ được hoàn thành 3 việc mỗi ngày, bạn sẽ chọn gì?","Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H307,Bạn có đang làm việc vì sợ cảm giác 'lỡ dở'?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang làm việc vì sợ cảm giác 'lỡ dở'?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H308,Bạn có đang cho rằng 'bận' là thước đo giá trị bản thân?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang cho rằng 'bận' là thước đo giá trị bản thân?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H309,Bạn có dám nhẹ lịch mà nặng chất lượng cuộc sống không?,Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám nhẹ lịch mà nặng chất lượng cuộc sống không?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H310,Bạn có đang tối ưu cho năng suất hay cho ý nghĩa?,Inspirational,Inspirational,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang tối ưu cho năng suất hay cho ý nghĩa?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H311,Bạn không phải chọn giữa giàu có và tử tế.,Insightful,Insightful,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn không phải chọn giữa giàu có và tử tế.,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
